year,month,day,hour,minute,velocidad_viento@98m,direccion_viento@98m,temperatura,humedad_relativa,presion
2013,9,9,4,0,5.81,67.2,26.2,97.3,1011.134
2013,9,9,5,0,6.29,74.6,26.1,97.6,1011.034
2013,9,9,6,0,6.5,75.7,25.5,98.0,1010.139
2013,9,9,7,0,5.25,80.3,25.1,98.2,1010.154
2013,9,9,8,0,4.74,95.0,26.3,96.6,1010.362
2013,9,9,9,0,4.61,95.9,27.0,96.5,1010.903
2013,9,9,10,0,2.95,114.0,26.6,97.2,1010.509
2013,9,9,11,0,4.16,105.7,27.3,96.9,1010.777
2013,9,9,12,0,4.77,100.3,27.8,96.2,1011.488
2013,9,9,13,0,6.11,100.2,27.9,96.3,1012.416
2013,9,9,14,0,6.57,103.1,28.0,96.3,1012.555
2013,9,9,15,0,7.0,106.1,28.0,96.2,1012.281
2013,9,9,16,0,6.47,110.0,28.2,96.1,1011.851
2013,9,9,17,0,5.81,112.3,28.2,96.3,1011.063
2013,9,9,18,0,5.1,109.1,28.2,96.5,1010.276
2013,9,9,19,0,4.5,99.9,28.2,96.6,1009.261
2013,9,9,20,0,4.62,92.5,27.9,97.1,1008.803
2013,9,9,21,0,4.72,80.0,27.8,97.2,1009.184
2013,9,9,22,0,4.15,70.4,27.5,97.5,1009.302
2013,9,9,23,0,4.61,64.1,27.6,97.5,1009.001
2013,9,10,0,0,5.6,77.3,27.3,97.7,1010.397
2013,9,10,1,0,5.87,84.1,27.4,97.4,1011.219
2013,9,10,2,0,6.8,83.5,27.7,96.9,1011.726
2013,9,10,3,0,7.15,82.8,27.7,96.9,1011.931
2013,9,10,4,0,7.77,84.5,27.8,96.6,1011.774
2013,9,10,5,0,8.66,85.5,27.7,96.6,1011.657
2013,9,10,6,0,9.34,88.1,27.8,96.3,1011.046
2013,9,10,7,0,9.3,93.2,27.6,96.5,1010.858
2013,9,10,8,0,9.31,94.2,27.5,96.3,1010.052
2013,9,10,9,0,9.38,93.0,27.5,96.2,1010.431
2013,9,10,10,0,7.96,97.1,27.7,95.5,1010.698
2013,9,10,11,0,8.09,98.6,27.3,96.3,1011.366
2013,9,10,12,0,8.57,94.9,27.1,97.0,1012.062
2013,9,10,13,0,8.6,90.0,27.5,96.2,1012.719
2013,9,10,14,0,8.87,86.4,27.7,95.8,1012.929
2013,9,10,15,0,8.89,87.5,27.9,95.4,1013.271
2013,9,10,16,0,8.55,88.6,28.0,95.0,1013.114
2013,9,10,17,0,8.29,84.3,28.0,95.2,1012.094
2013,9,10,18,0,8.31,76.8,27.6,96.1,1010.705
2013,9,10,19,0,8.62,71.3,27.5,96.2,1009.731
2013,9,10,20,0,8.59,70.2,27.5,95.9,1009.27
2013,9,10,21,0,8.5,71.3,27.6,95.9,1009.799
2013,9,10,22,0,8.99,70.3,27.7,96.1,1009.164
2013,9,10,23,0,8.83,74.3,27.8,96.0,1010.596
2013,9,11,0,0,8.8,75.7,27.8,96.0,1010.701
2013,9,11,1,0,8.56,73.7,27.8,96.1,1011.311
2013,9,11,2,0,8.58,71.3,27.8,96.2,1011.929
2013,9,11,3,0,8.56,71.0,27.7,96.2,1011.88
2013,9,11,4,0,8.76,70.9,27.6,96.4,1011.814
2013,9,11,5,0,8.87,71.5,27.5,96.5,1011.585
2013,9,11,6,0,8.94,74.1,27.5,96.5,1010.914
2013,9,11,7,0,8.98,79.5,27.5,96.5,1010.809
2013,9,11,8,0,9.08,79.8,27.4,96.6,1010.072
2013,9,11,9,0,9.79,82.1,27.3,96.7,1010.156
2013,9,11,10,0,8.99,90.6,27.5,95.4,1010.117
2013,9,11,11,0,9.18,97.1,27.4,95.6,1011.119
2013,9,11,12,0,8.98,100.7,27.4,95.7,1011.994
2013,9,11,13,0,8.15,104.5,27.5,95.5,1012.469
2013,9,11,14,0,7.5,106.0,27.6,95.3,1012.595
2013,9,11,15,0,6.49,108.3,27.7,95.1,1012.881
2013,9,11,16,0,6.0,110.1,27.9,94.7,1012.664
2013,9,11,17,0,5.32,103.5,28.1,94.4,1011.309
2013,9,11,18,0,5.23,98.2,28.2,94.5,1010.387
2013,9,11,19,0,4.92,97.6,28.0,95.6,1009.866
2013,9,11,20,0,4.65,85.8,27.8,96.2,1009.542
2013,9,11,21,0,4.84,78.6,27.7,96.5,1009.074
2013,9,11,22,0,5.27,81.3,27.1,95.9,1009.153
2013,9,11,23,0,5.87,80.9,26.9,96.7,1010.208
2013,9,12,0,0,6.0,88.4,26.8,96.6,1010.767
2013,9,12,1,0,5.84,92.4,27.0,96.3,1011.601
2013,9,12,2,0,5.89,89.6,27.1,96.2,1012.017
2013,9,12,3,0,5.42,84.1,26.8,96.3,1011.922
2013,9,12,4,0,6.08,86.8,26.8,96.6,1011.473
2013,9,12,5,0,5.54,95.4,26.9,96.4,1010.924
2013,9,12,6,0,5.57,94.1,27.0,96.2,1010.112
2013,9,12,7,0,5.41,99.4,26.9,95.9,1009.879
2013,9,12,8,0,5.2,97.6,26.9,96.0,1009.154
2013,9,12,9,0,4.53,132.9,24.9,98.1,1010.001
2013,9,12,10,0,5.23,122.6,24.8,98.1,1009.881
2013,9,12,11,0,2.9,137.9,24.2,98.3,1010.902
2013,9,12,12,0,0.98,188.3,24.2,97.1,1011.791
2013,9,12,13,0,3.68,31.1,24.5,96.6,1012.128
2013,9,12,14,0,4.6,53.7,24.8,96.6,1012.273
2013,9,12,15,0,5.71,63.2,25.2,96.4,1012.003
2013,9,12,16,0,5.15,66.4,25.7,96.2,1011.441
2013,9,12,17,0,4.4,85.4,25.9,96.4,1010.108
2013,9,12,18,0,4.11,84.6,26.1,96.6,1009.472
2013,9,12,19,0,3.76,78.0,26.5,96.1,1008.586
2013,9,12,20,0,3.2,61.6,26.7,96.1,1008.314
2013,9,12,21,0,4.02,46.2,26.6,96.4,1008.01
2013,9,12,22,0,4.72,40.5,26.8,95.9,1007.441
2013,9,12,23,0,4.61,38.2,26.9,95.9,1007.804
2013,9,13,0,0,3.82,29.9,26.9,96.0,1007.908
2013,9,13,1,0,4.4,29.0,27.0,96.2,1008.544
2013,9,13,2,0,5.45,35.9,27.2,95.9,1009.227
2013,9,13,3,0,5.1,40.1,27.3,95.7,1009.642
2013,9,13,4,0,3.91,43.4,27.4,95.4,1009.02
2013,9,13,5,0,3.14,42.4,27.4,95.2,1008.407
2013,9,13,6,0,2.5,56.2,27.2,95.2,1007.533
2013,9,13,7,0,2.22,59.8,26.8,96.2,1007.553
2013,9,13,8,0,1.51,52.7,26.1,97.1,1007.331
2013,9,13,9,0,2.16,57.7,25.5,97.4,1007.806
2013,9,13,10,0,2.74,86.3,25.5,97.6,1007.744
2013,9,13,11,0,2.34,81.8,25.5,97.1,1008.287
2013,9,13,12,0,2.0,122.2,25.9,96.4,1009.44
2013,9,13,13,0,0.94,124.0,26.2,95.8,1009.915
2013,9,13,14,0,0.51,58.5,26.5,95.5,1009.981
2013,9,13,15,0,1.23,105.9,26.7,95.6,1009.531
2013,9,13,16,0,1.82,101.9,26.9,95.8,1008.876
2013,9,13,17,0,2.66,82.9,27.0,95.9,1008.36
2013,9,13,18,0,3.5,60.7,26.9,96.1,1008.007
2013,9,13,19,0,4.11,46.9,27.1,96.0,1007.256
2013,9,13,20,0,3.79,29.0,27.2,95.9,1006.288
2013,9,13,21,0,3.36,36.4,27.2,95.9,1006.449
2013,9,13,22,0,2.63,26.7,27.1,95.9,1005.844
2013,9,13,23,0,3.23,14.6,27.2,95.8,1006.069
2013,9,14,0,0,4.35,36.1,27.3,95.7,1007.064
2013,9,14,1,0,4.82,39.8,27.2,95.9,1008.068
2013,9,14,2,0,4.87,46.1,27.2,95.9,1008.249
2013,9,14,3,0,4.5,57.5,27.3,95.7,1009.039
2013,9,14,4,0,4.52,70.3,26.7,96.6,1008.711
2013,9,14,5,0,4.76,74.9,26.0,97.0,1008.616
2013,9,14,6,0,4.69,75.7,26.4,96.9,1008.073
2013,9,14,7,0,5.01,72.5,26.5,96.5,1007.359
2013,9,14,8,0,5.32,76.1,26.5,96.4,1007.331
2013,9,14,9,0,5.69,90.3,26.7,96.1,1007.536
2013,9,14,10,0,5.78,101.1,26.7,96.5,1007.676
2013,9,14,11,0,5.5,102.3,26.8,96.2,1008.089
2013,9,14,12,0,5.77,99.7,26.9,96.0,1008.817
2013,9,14,13,0,5.68,85.5,27.0,95.7,1009.515
2013,9,14,14,0,6.05,76.9,27.1,96.3,1010.073
2013,9,14,15,0,6.03,77.5,27.3,96.1,1010.056
2013,9,14,16,0,6.12,76.5,27.6,95.6,1009.867
2013,9,14,17,0,6.27,72.8,27.8,95.4,1008.928
2013,9,14,18,0,6.46,67.5,27.7,95.3,1008.334
2013,9,14,19,0,6.53,58.5,27.8,95.2,1007.484
2013,9,14,20,0,6.42,53.4,27.8,95.4,1007.307
2013,9,14,21,0,6.46,55.1,27.9,95.6,1007.372
2013,9,14,22,0,6.52,60.8,27.9,96.3,1007.812
2013,9,14,23,0,6.15,62.1,28.0,96.2,1008.298
2013,9,15,0,0,6.28,62.7,28.1,96.1,1008.293
2013,9,15,1,0,7.25,64.2,27.9,96.3,1008.912
2013,9,15,2,0,8.04,66.8,28.1,95.6,1009.838
2013,9,15,3,0,7.91,68.5,28.1,95.7,1010.342
2013,9,15,4,0,7.93,68.3,28.1,95.7,1010.102
2013,9,15,5,0,8.27,68.1,27.7,95.8,1009.864
2013,9,15,6,0,8.88,70.0,27.5,96.9,1009.488
2013,9,15,7,0,9.37,72.4,27.2,96.7,1008.822
2013,9,15,8,0,8.63,77.2,27.4,96.3,1008.774
2013,9,15,9,0,9.15,80.1,27.8,95.9,1008.921
2013,9,15,10,0,8.17,87.5,27.4,96.1,1009.095
2013,9,15,11,0,8.98,90.6,27.7,96.0,1009.81
2013,9,15,12,0,9.19,88.3,27.8,95.8,1010.364
2013,9,15,13,0,9.18,87.7,27.8,96.3,1010.672
2013,9,15,14,0,8.63,87.7,27.8,96.4,1011.052
2013,9,15,15,0,8.29,88.0,28.0,96.3,1011.044
2013,9,15,16,0,8.05,86.2,28.1,96.2,1010.596
2013,9,15,17,0,7.75,82.1,28.2,96.3,1009.952
2013,9,15,18,0,7.59,77.7,28.2,96.6,1008.921
2013,9,15,19,0,7.57,71.9,28.3,96.7,1008.082
2013,9,15,20,0,7.79,64.4,28.3,96.8,1007.619
2013,9,15,21,0,8.08,62.4,28.1,97.0,1007.591
2013,9,15,22,0,9.18,66.5,28.2,97.7,1007.506
2013,9,15,23,0,9.43,70.5,28.2,97.6,1008.511
2013,9,16,0,0,9.28,74.6,28.2,97.5,1009.059
2013,9,16,1,0,9.59,76.6,28.2,97.6,1009.796
2013,9,16,2,0,9.77,79.9,28.2,97.4,1010.739
2013,9,16,3,0,9.38,83.6,28.2,97.3,1011.021
2013,9,16,4,0,9.09,84.9,28.2,97.3,1010.876
2013,9,16,5,0,9.71,85.7,28.1,97.2,1010.514
2013,9,16,6,0,9.9,89.1,28.0,97.1,1009.897
2013,9,16,7,0,9.51,88.5,28.0,97.0,1009.468
2013,9,16,8,0,9.66,87.8,27.9,96.9,1008.921
2013,9,16,9,0,10.18,90.4,27.8,97.0,1008.779
2013,9,16,10,0,9.66,94.7,27.7,97.0,1008.666
2013,9,16,11,0,10.36,95.3,27.7,97.0,1009.524
2013,9,16,12,0,10.75,93.7,27.7,97.0,1010.272
2013,9,16,13,0,10.38,92.0,27.6,97.1,1010.569
2013,9,16,14,0,10.84,89.2,27.8,96.8,1011.039
2013,9,16,15,0,10.48,91.5,27.9,96.5,1011.365
2013,9,16,16,0,8.98,95.2,28.0,96.0,1010.586
2013,9,16,17,0,8.39,85.3,28.1,95.8,1009.96
2013,9,16,18,0,8.97,77.1,28.1,95.9,1008.969
2013,9,16,19,0,9.89,75.9,27.9,96.3,1008.086
2013,9,16,20,0,10.37,74.8,27.8,96.4,1007.422
2013,9,16,21,0,10.0,75.1,27.9,96.3,1007.256
2013,9,16,22,0,9.34,71.6,27.8,96.8,1007.113
2013,9,16,23,0,9.69,72.4,27.9,96.7,1007.747
2013,9,17,0,0,10.38,72.2,28.0,96.4,1008.276
2013,9,17,1,0,10.62,75.1,28.0,96.4,1009.339
2013,9,17,2,0,10.66,76.5,28.0,96.5,1010.219
2013,9,17,3,0,10.5,77.1,28.0,96.5,1010.459
2013,9,17,4,0,10.56,77.9,27.9,96.7,1010.358
2013,9,17,5,0,10.54,80.9,27.6,97.1,1010.2
2013,9,17,6,0,10.21,84.0,27.5,97.3,1009.626
2013,9,17,7,0,9.96,85.3,27.4,97.4,1008.895
2013,9,17,8,0,9.73,85.4,27.4,97.5,1008.849
2013,9,17,9,0,9.78,85.8,27.4,97.5,1009.176
2013,9,17,10,0,7.99,87.0,27.7,96.3,1009.174
2013,9,17,11,0,8.4,85.1,27.6,96.4,1009.876
2013,9,17,12,0,8.8,84.4,27.6,96.3,1010.477
2013,9,17,13,0,8.73,81.8,27.7,96.3,1011.248
2013,9,17,14,0,8.95,79.8,27.8,96.2,1011.757
2013,9,17,15,0,9.13,80.2,27.8,96.2,1011.858
2013,9,17,16,0,9.12,79.9,27.9,96.2,1011.397
2013,9,17,17,0,9.09,76.9,27.9,96.1,1010.414
2013,9,17,18,0,9.69,73.2,28.0,96.4,1009.126
2013,9,17,19,0,10.26,70.6,27.8,96.6,1007.964
2013,9,17,20,0,9.87,73.0,27.9,96.5,1007.514
2013,9,17,21,0,9.55,72.6,27.8,96.6,1006.942
2013,9,17,22,0,8.73,70.1,27.9,96.7,1006.624
2013,9,17,23,0,9.42,68.2,27.9,96.8,1007.353
2013,9,18,0,0,10.7,70.4,28.0,96.6,1008.359
2013,9,18,1,0,10.91,75.8,27.9,96.5,1008.953
2013,9,18,2,0,10.59,81.5,28.0,96.3,1009.474
2013,9,18,3,0,10.32,86.4,27.9,96.3,1009.898
2013,9,18,4,0,10.0,86.1,27.9,96.1,1009.649
2013,9,18,5,0,9.47,86.0,27.9,95.8,1009.258
2013,9,18,6,0,9.29,85.3,27.8,96.0,1008.858
2013,9,18,7,0,9.43,83.8,27.7,96.2,1008.269
2013,9,18,8,0,9.21,83.4,27.7,96.2,1007.995
2013,9,18,9,0,9.34,87.2,27.7,96.3,1008.284
2013,9,18,10,0,8.33,89.4,27.8,96.2,1009.139
2013,9,18,11,0,8.1,90.5,27.7,96.4,1009.23
2013,9,18,12,0,7.74,91.6,27.9,96.1,1009.521
2013,9,18,13,0,8.38,92.3,27.9,96.1,1010.461
2013,9,18,14,0,8.0,92.1,28.1,96.0,1010.523
2013,9,18,15,0,7.37,92.1,28.2,95.8,1010.648
2013,9,18,16,0,7.63,87.3,28.4,95.6,1010.534
2013,9,18,17,0,8.19,81.9,28.5,95.6,1009.986
2013,9,18,18,0,6.7,74.5,28.3,96.2,1008.768
2013,9,18,19,0,6.68,68.2,28.3,96.4,1007.577
2013,9,18,20,0,8.09,65.6,28.1,96.8,1007.491
2013,9,18,21,0,8.64,66.6,28.1,96.7,1007.694
2013,9,18,22,0,7.2,66.5,28.0,96.8,1007.654
2013,9,18,23,0,6.37,63.6,28.2,96.4,1008.241
2013,9,19,0,0,6.52,59.5,28.3,96.0,1008.456
2013,9,19,1,0,7.76,66.1,28.4,96.1,1009.981
2013,9,19,2,0,9.24,71.5,28.3,96.2,1011.056
2013,9,19,3,0,8.84,73.1,27.8,96.2,1011.391
2013,9,19,4,0,9.35,79.2,27.8,96.8,1011.225
2013,9,19,5,0,9.74,81.3,27.9,96.7,1010.718
2013,9,19,6,0,9.31,84.2,27.9,96.5,1010.263
2013,9,19,7,0,8.73,85.1,27.3,97.6,1010.144
2013,9,19,8,0,7.59,82.1,27.5,97.1,1009.86
2013,9,19,9,0,8.76,82.5,27.6,97.1,1009.782
2013,9,19,10,0,7.08,88.2,27.8,96.8,1010.14
2013,9,19,11,0,6.8,89.3,27.9,96.0,1010.153
2013,9,19,12,0,7.2,92.8,27.9,96.4,1010.983
2013,9,19,13,0,6.85,92.5,27.9,96.7,1011.831
2013,9,19,14,0,6.17,93.2,28.0,96.5,1012.076
2013,9,19,15,0,5.85,99.4,28.2,96.2,1012.442
2013,9,19,16,0,4.6,99.3,28.4,96.0,1012.076
2013,9,19,17,0,4.3,101.1,28.4,96.2,1011.31
2013,9,19,18,0,3.74,96.3,28.6,96.1,1010.151
2013,9,19,19,0,3.67,95.1,28.6,96.3,1009.639
2013,9,19,20,0,3.66,74.0,28.4,96.8,1008.994
2013,9,19,21,0,4.34,73.2,28.2,97.1,1009.462
2013,9,19,22,0,4.57,70.3,28.0,96.9,1009.821
2013,9,19,23,0,4.78,61.8,28.2,96.4,1010.137
2013,9,20,0,0,5.02,55.8,28.0,97.7,1010.78
2013,9,20,1,0,4.79,56.3,27.9,97.7,1011.461
2013,9,20,2,0,5.1,52.5,27.7,97.4,1012.267
2013,9,20,3,0,5.52,53.7,27.3,97.1,1012.638
2013,9,20,4,0,5.75,57.9,27.4,97.4,1012.166
2013,9,20,5,0,6.05,66.9,27.6,97.2,1011.912
2013,9,20,6,0,6.57,76.7,27.7,97.3,1011.162
2013,9,20,7,0,7.11,81.4,27.8,97.2,1010.392
2013,9,20,8,0,7.35,86.1,27.7,97.3,1010.097
2013,9,20,9,0,7.19,91.8,27.6,97.4,1010.156
2013,9,20,10,0,6.11,106.9,27.9,96.8,1010.636
2013,9,20,11,0,6.1,113.9,27.9,96.9,1011.131
2013,9,20,12,0,5.9,120.8,27.7,97.0,1011.723
2013,9,20,13,0,5.62,120.3,27.7,96.5,1012.168
2013,9,20,14,0,5.71,118.7,27.9,96.3,1012.351
2013,9,20,15,0,5.53,118.0,27.9,96.7,1012.216
2013,9,20,16,0,5.07,118.8,28.1,96.3,1011.707
2013,9,20,17,0,4.22,116.9,28.2,96.0,1011.109
2013,9,20,18,0,3.27,110.2,28.2,95.7,1009.702
2013,9,20,19,0,2.94,82.0,28.4,95.4,1008.978
2013,9,20,20,0,3.84,73.2,28.5,95.9,1008.315
2013,9,20,21,0,4.64,69.5,28.4,96.6,1008.315
2013,9,20,22,0,5.64,65.9,28.2,97.3,1008.342
2013,9,20,23,0,5.26,63.8,28.1,97.6,1009.134
2013,9,21,0,0,5.48,66.3,28.1,97.6,1010.143
2013,9,21,1,0,6.0,68.3,28.1,97.8,1010.791
2013,9,21,2,0,6.46,69.5,28.2,97.7,1011.29
2013,9,21,3,0,6.7,70.8,28.1,97.6,1011.008
2013,9,21,4,0,6.75,72.0,28.1,97.7,1010.769
2013,9,21,5,0,6.62,71.4,27.9,97.8,1010.177
2013,9,21,6,0,6.74,70.5,27.9,97.9,1009.633
2013,9,21,7,0,6.72,69.9,27.6,97.6,1009.386
2013,9,21,8,0,6.51,71.5,28.0,96.9,1009.166
2013,9,21,9,0,6.68,76.0,28.1,96.6,1009.702
2013,9,21,10,0,5.98,80.4,27.6,96.3,1009.526
2013,9,21,11,0,6.47,89.4,27.9,96.4,1009.664
2013,9,21,12,0,6.61,98.2,28.2,95.6,1009.732
2013,9,21,13,0,6.25,104.8,28.3,95.3,1010.198
2013,9,21,14,0,6.02,109.9,28.4,95.1,1010.426
2013,9,21,15,0,5.78,115.2,28.5,94.8,1010.481
2013,9,21,16,0,5.46,120.2,28.6,94.6,1009.998
2013,9,21,17,0,4.93,122.1,28.7,94.4,1009.107
2013,9,21,18,0,4.33,116.9,28.7,94.3,1007.918
2013,9,21,19,0,3.89,98.1,28.6,94.5,1006.936
2013,9,21,20,0,4.5,72.7,28.4,95.2,1006.564
2013,9,21,21,0,5.72,61.3,28.4,95.7,1006.454
2013,9,21,22,0,6.04,55.0,28.3,96.1,1006.716
2013,9,21,23,0,6.2,60.6,28.2,96.5,1007.102
2013,9,22,0,0,6.68,62.0,28.3,96.4,1007.832
2013,9,22,1,0,7.46,57.9,28.5,96.2,1008.772
2013,9,22,2,0,8.07,54.9,28.5,96.2,1009.62
2013,9,22,3,0,8.67,57.4,28.5,96.3,1009.519
2013,9,22,4,0,9.03,61.6,28.4,96.4,1009.551
2013,9,22,5,0,9.1,64.9,28.4,96.4,1009.442
2013,9,22,6,0,9.0,69.3,28.4,96.4,1009.123
2013,9,22,7,0,9.34,75.3,28.4,96.4,1008.541
2013,9,22,8,0,9.9,83.5,28.3,96.6,1007.732
2013,9,22,9,0,10.66,90.9,28.3,96.6,1007.422
2013,9,22,10,0,8.9,95.6,28.3,96.6,1008.055
2013,9,22,11,0,8.58,97.8,28.2,96.8,1008.462
2013,9,22,12,0,8.6,97.8,28.2,96.8,1009.363
2013,9,22,13,0,8.38,96.5,28.2,96.7,1009.964
2013,9,22,14,0,8.46,97.4,28.4,96.5,1010.695
2013,9,22,15,0,7.87,95.6,28.5,96.4,1010.709
2013,9,22,16,0,7.07,90.1,28.6,96.3,1010.269
2013,9,22,17,0,7.22,84.0,28.7,96.4,1009.627
2013,9,22,18,0,7.59,77.9,28.6,96.7,1008.724
2013,9,22,19,0,7.8,71.7,28.5,96.8,1007.535
2013,9,22,20,0,8.35,69.4,28.5,96.7,1006.673
2013,9,22,21,0,8.3,65.9,28.4,96.9,1006.503
2013,9,22,22,0,9.3,65.1,28.3,97.3,1006.541
2013,9,22,23,0,8.89,67.2,28.3,97.4,1007.181
2013,9,23,0,0,9.02,70.7,28.3,97.3,1007.923
2013,9,23,1,0,9.02,71.9,28.3,97.3,1008.579
2013,9,23,2,0,9.0,74.4,28.4,97.2,1009.328
2013,9,23,3,0,8.9,76.4,28.4,97.2,1009.914
2013,9,23,4,0,8.9,77.5,28.3,97.2,1009.921
2013,9,23,5,0,9.36,79.6,28.2,97.3,1009.59
2013,9,23,6,0,9.1,80.2,28.2,97.3,1009.352
2013,9,23,7,0,9.24,81.8,28.2,97.3,1009.162
2013,9,23,8,0,9.85,84.9,28.1,97.3,1009.139
2013,9,23,9,0,10.09,86.2,28.2,97.2,1009.441
2013,9,23,10,0,10.08,86.1,28.2,97.0,1010.275
2013,9,23,11,0,10.53,86.9,28.2,97.1,1010.978
2013,9,23,12,0,10.62,87.1,28.3,96.9,1011.354
2013,9,23,13,0,10.06,87.2,28.3,97.0,1011.452
2013,9,23,14,0,10.26,88.3,28.4,96.8,1011.848
2013,9,23,15,0,10.24,87.8,28.5,96.6,1011.449
2013,9,23,16,0,9.74,86.0,28.6,96.6,1011.233
2013,9,23,17,0,9.29,83.2,28.6,96.6,1010.114
2013,9,23,18,0,9.32,79.7,28.6,96.6,1009.384
2013,9,23,19,0,9.28,75.8,28.5,96.7,1008.419
2013,9,23,20,0,9.37,73.0,28.5,96.8,1007.982
2013,9,23,21,0,9.31,68.8,28.5,96.8,1007.924
2013,9,23,22,0,9.31,69.0,28.4,97.3,1007.564
2013,9,23,23,0,9.29,68.3,28.4,97.5,1008.188
2013,9,24,0,0,9.31,71.7,28.4,97.6,1008.761
2013,9,24,1,0,9.44,72.6,28.3,97.7,1009.652
2013,9,24,2,0,9.45,74.1,28.4,97.6,1010.354
2013,9,24,3,0,9.33,75.7,28.4,97.5,1010.411
2013,9,24,4,0,9.18,79.0,28.4,97.3,1010.626
2013,9,24,5,0,9.13,82.0,28.3,97.2,1010.556
2013,9,24,6,0,9.47,83.2,28.2,97.2,1009.866
2013,9,24,7,0,10.49,86.2,28.2,97.1,1009.831
2013,9,24,8,0,10.93,87.7,28.1,97.2,1009.691
2013,9,24,9,0,10.36,85.6,28.2,97.0,1009.462
2013,9,24,10,0,9.74,86.2,28.2,96.9,1009.724
2013,9,24,11,0,9.82,86.6,28.2,96.7,1010.512
2013,9,24,12,0,9.9,87.4,28.2,96.6,1011.162
2013,9,24,13,0,9.69,87.2,28.3,96.6,1011.423
2013,9,24,14,0,9.58,87.2,28.4,96.6,1011.846
2013,9,24,15,0,9.7,85.4,28.4,96.4,1011.478
2013,9,24,16,0,9.67,82.6,28.5,96.3,1010.945
2013,9,24,17,0,9.46,79.7,28.6,96.3,1009.845
2013,9,24,18,0,9.65,76.6,28.5,96.2,1008.967
2013,9,24,19,0,9.54,74.5,28.4,96.3,1007.944
2013,9,24,20,0,9.4,71.8,28.4,96.2,1007.305
2013,9,24,21,0,9.68,69.3,28.4,96.4,1007.19
2013,9,24,22,0,9.34,65.6,28.3,96.8,1007.184
2013,9,24,23,0,9.63,66.9,28.3,97.0,1007.897
2013,9,25,0,0,10.02,67.9,28.3,96.8,1007.918
2013,9,25,1,0,10.14,69.1,28.3,96.6,1008.822
2013,9,25,2,0,10.27,72.0,28.4,96.4,1009.539
2013,9,25,3,0,10.34,74.8,28.3,96.4,1009.438
2013,9,25,4,0,10.35,77.0,28.3,96.3,1009.26
2013,9,25,5,0,10.22,79.1,28.2,96.3,1009.109
2013,9,25,6,0,10.12,81.9,28.1,96.4,1008.604
2013,9,25,7,0,10.17,83.8,28.0,96.5,1008.616
2013,9,25,8,0,10.2,85.2,28.0,96.5,1008.081
2013,9,25,9,0,10.47,86.0,27.9,96.6,1008.159
2013,9,25,10,0,10.63,86.7,28.0,96.6,1008.661
2013,9,25,11,0,10.72,87.4,27.9,96.6,1009.089
2013,9,25,12,0,10.37,91.4,28.0,96.5,1009.51
2013,9,25,13,0,10.07,90.6,28.0,96.5,1010.088
2013,9,25,14,0,10.21,88.6,28.1,96.2,1010.245
2013,9,25,15,0,10.29,88.6,28.3,96.0,1010.034
2013,9,25,16,0,9.88,87.8,28.4,95.9,1009.446
2013,9,25,17,0,9.2,84.4,28.4,96.0,1008.476
2013,9,25,18,0,8.72,80.0,28.3,96.3,1007.811
2013,9,25,19,0,8.46,75.2,28.3,96.3,1006.985
2013,9,25,20,0,8.83,70.8,28.3,96.3,1006.304
2013,9,25,21,0,8.71,67.5,28.2,96.4,1006.174
2013,9,25,22,0,8.79,65.2,28.1,96.6,1005.796
2013,9,25,23,0,8.55,65.1,28.2,96.7,1006.342
2013,9,26,0,0,8.65,64.6,28.2,96.7,1007.236
2013,9,26,1,0,8.77,64.9,28.2,96.8,1008.197
2013,9,26,2,0,9.28,64.8,28.2,96.9,1009.027
2013,9,26,3,0,9.38,64.8,28.2,96.9,1009.095
2013,9,26,4,0,9.29,67.3,28.1,96.9,1009.152
2013,9,26,5,0,9.41,70.0,28.1,96.7,1008.786
2013,9,26,6,0,9.43,72.0,28.1,96.7,1008.431
2013,9,26,7,0,9.53,74.4,28.0,96.8,1008.247
2013,9,26,8,0,10.06,79.0,27.9,96.9,1007.841
2013,9,26,9,0,10.16,81.1,27.8,97.0,1007.624
2013,9,26,10,0,9.48,78.4,27.5,97.4,1007.429
2013,9,26,11,0,10.19,83.9,27.6,97.2,1008.53
2013,9,26,12,0,10.06,87.0,27.5,97.1,1008.522
2013,9,26,13,0,9.74,92.5,27.5,97.2,1009.412
2013,9,26,14,0,8.91,97.5,27.6,97.2,1010.294
2013,9,26,15,0,7.67,98.7,27.7,96.8,1010.332
2013,9,26,16,0,6.93,99.8,28.0,96.1,1009.767
2013,9,26,17,0,6.36,99.4,28.0,96.4,1008.984
2013,9,26,18,0,5.47,97.0,28.1,96.4,1007.986
2013,9,26,19,0,4.64,90.0,28.0,96.7,1007.226
2013,9,26,20,0,4.42,88.9,27.9,97.0,1006.992
2013,9,26,21,0,4.26,79.0,27.9,97.0,1007.312
2013,9,26,22,0,4.74,65.5,27.8,97.4,1007.423
2013,9,26,23,0,5.15,66.6,27.7,97.4,1008.105
2013,9,27,0,0,5.65,67.8,27.6,97.2,1008.572
2013,9,27,1,0,5.66,69.8,27.7,96.9,1009.272
2013,9,27,2,0,5.99,71.4,27.7,96.9,1009.63
2013,9,27,3,0,6.14,73.5,27.7,97.0,1009.946
2013,9,27,4,0,6.3,79.1,27.7,97.2,1009.776
2013,9,27,5,0,6.05,83.3,27.7,97.1,1009.666
2013,9,27,6,0,5.74,87.1,27.6,97.2,1009.198
